Z,A,M,HL,DHL,ELP,DELP,EEM,DEEM,EHP,DEHP
77,191,m,4.9,0.03,95722.0,8395.79,75385.7,0.0,0.0,0.0
77,191,n,5.5,0.7,45763.6,4484.82,1868050.0,0.0,0.0,0.0
77,192,g,6378220.0,777.6,217287.0,4495.47,816482.0,0.0,0.0,0.0
77,192,m,86.4,4.2,54434.2,4831.49,2438.51,0.0,0.0,0.0
77,192,n,7605220000.0,284012000.0,165043.0,15619.7,3085.94,0.0,0.0,0.0
77,193,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,193,m,909792.0,3456.0,77704.9,7167.3,2591.22,0.0,0.0,0.0
77,194,g,69480.0,360.0,810117.0,18548.5,90975.1,0.0,0.0,0.0
77,194,m,0.03183,0.00024,96540.0,8323.03,49971.2,0.0,0.0,0.0
77,194,n,14774400.0,950400.0,103366.0,8398.72,2352620.0,0.0,0.0,0.0
77,195,g,9000.0,720.0,375162.0,62439.9,58942.6,0.0,0.0,0.0
77,195,m,13680.0,720.0,363224.0,0.0,369374.0,0.0,0.0,0.0
77,196,g,52.0,2.0,1163920.0,57962.9,219957.0,0.0,0.0,0.0
77,196,m,5040.0,72.0,1135720.0,0.0,1136350.0,0.0,0.0,0.0
77,197,g,348.0,30.0,733368.0,77975.6,223792.0,0.0,0.0,0.0
77,197,m,534.0,18.0,680009.0,9140.23,2042.44,0.0,0.0,0.0
77,198,g,8.0,1.0,1362670.0,0.0,1362670.0,0.0,0.0,0.0
77,199,g,20.0,0.0,997334.0,0.0,997334.0,0.0,0.0,0.0
78,166,g,0.0003,0.0001,0.0,0.0,0.0,0.0,7285100.0,0.0
78,167,g,0.0007,0.0002,0.0,0.0,0.0,0.0,7155100.0,0.0
78,168,g,0.002,0.0004,0.0,0.0,0.0,9932.97,6950080.0,9932.97
78,169,g,0.0037,0.0015,32336.7,0.0,32336.7,0.0,6776650.0,0.0
78,170,g,0.0138,0.0005,45524.3,0.0,45524.3,0.0,6572960.0,0.0
78,171,g,0.044,0.007,59733.3,0.0,59733.3,0.0,6473000.0,0.0
78,172,g,0.0984,0.0024,492123.0,0.0,492123.0,0.0,4978130.0,0.0
78,173,g,0.365,0.007,444373.0,0.0,444373.0,0.0,5339120.0,0.0
78,174,g,0.889,0.017,444000.0,0.0,444000.0,0.0,4699920.0,0.0
78,175,g,2.53,0.06,928680.0,0.0,928680.0,0.0,3953990.0,0.0
78,176,g,6.33,0.15,1019490.0,0.0,1019490.0,0.0,2236340.0,0.0
78,177,g,10.6,0.4,2098800.0,0.0,2098800.0,0.0,321657.0,0.0
78,178,g,21.1,0.6,1308810.0,0.0,1308810.0,0.0,429129.0,0.0
78,179,g,21.2,0.4,1933020.0,0.0,1933020.0,0.0,12998.6,0.0
78,180,g,56.0,2.0,1177120.0,0.0,1177120.0,0.0,15711.3,0.0
78,181,g,52.0,2.2,1697740.0,0.0,1697740.0,0.0,3811.07,0.0
78,182,g,132.0,6.0,960634.0,0.0,960634.0,0.0,1881.8,0.0
78,183,g,390.0,60.0,1474860.0,0.0,1474860.0,0.0,463.017,0.0
78,183,m,43.0,5.0,1486490.0,0.0,1486490.0,0.0,19.4303,0.0
78,184,g,1038.0,12.0,759653.0,0.0,759653.0,0.0,78.2357,0.0
78,184,m,0.00101,5e-05,0.0,0.0,1839400.0,0.0,0.0,0.0
78,185,g,4254.0,144.0,1218610.0,0.0,1218610.0,0.0,219.81,0.0
78,185,m,1980.0,48.0,1228070.0,0.0,1230140.0,0.0,0.0,0.0
78,186,g,7488.0,180.0,436065.0,0.0,436065.0,0.0,6.04813,0.0
78,187,g,8460.0,108.0,103197.0,5507.33,448341.0,0.0,0.0,0.0
78,188,g,881280.0,25920.0,74563.0,2265.13,205357.0,0.0,0.0,0.0
78,189,g,39132.0,432.0,87556.0,3304.02,472820.0,0.0,0.0,0.0
78,190,g,2.0512e+19,9.46708e+17,0.0,0.0,0.0,6008.44,3251510.0,6008.44
78,191,g,242093.0,2160.0,65936.8,2716.94,294299.0,0.0,0.0,0.0
78,192,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,193,g,1577880000.0,284018000.0,7856.19,785.619,33781.1,0.0,0.0,0.0
78,193,m,374976.0,2592.0,137955.0,12666.0,12333.2,0.0,0.0,0.0
78,194,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,195,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,195,m,354240.0,8640.0,182256.0,16319.8,76471.7,0.0,0.0,0.0
78,196,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,197,g,71609.4,6.84,254429.0,10389.6,24381.1,0.0,0.0,0.0
78,197,m,5718.0,12.0,316940.0,29667.2,76078.5,0.0,0.0,0.0
78,198,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,199,g,1848.0,24.0,562775.0,8345.45,158282.0,0.0,0.0,0.0
78,199,m,13.6,0.4,77460.9,1927.6,341400.0,0.0,0.0,0.0
78,200,g,45000.0,1080.0,226621.0,22089.6,59603.0,0.0,0.0,0.0
78,201,g,150.0,6.0,887000.0,0.0,887000.0,0.0,0.0,0.0
78,202,g,158400.0,54000.0,658916.0,123454.0,1927.01,0.0,0.0,0.0
79,169,g,0.00015,0.0,1765000.0,0.0,1765000.0,0.0,3707550.0,0.0
79,170,g,0.00031,5e-05,0.0,0.0,0.0,0.0,2335120.0,0.0
79,170,m,0.00063,6e-05,540417.0,0.0,540417.0,0.0,2225890.0,0.0
79,171,g,1.7e-05,9e-06,0.0,0.0,0.0,100.949,8574.71,100.949
79,171,m,0.001014,1.9e-05,0.0,0.0,0.0,0.0,4651370.0,0.0
79,172,g,0.0047,0.0011,0.0,0.0,0.0,0.0,6838920.0,0.0
79,173,g,0.025,0.001,0.0,0.0,0.0,8462.38,6431100.0,8462.38
79,173,m,0.0142,0.0009,133821.0,0.0,133821.0,0.0,6599490.0,0.0
79,174,g,0.139,0.003,370633.0,0.0,370633.0,0.0,5858780.0,0.0
79,174,m,0.171,0.029,1929830.0,0.0,1929830.0,0.0,3484880.0,0.0
79,175,g,0.1,0.0,1375000.0,0.0,1375000.0,0.0,3282550.0,0.0
79,175,m,0.156,0.005,507000.0,0.0,507000.0,0.0,5399780.0,0.0
79,176,g,1.08,0.17,1385070.0,0.0,1385070.0,0.0,3891360.0,0.0
79,176,m,0.86,0.16,1405070.0,0.0,1405070.0,0.0,3939660.0,0.0
79,177,g,1.46,0.03,0.0,0.0,0.0,0.0,6297100.0,0.0
79,177,m,1.18,0.012,0.0,0.0,0.0,0.0,6257100.0,0.0
79,178,g,2.6,0.5,1933600.0,0.0,1933600.0,0.0,2407040.0,0.0
79,179,g,7.1,0.3,1901120.0,0.0,1901120.0,0.0,1331460.0,0.0
79,180,g,8.1,0.3,2893630.0,0.0,2893630.0,0.0,105122.0,0.0
79,181,g,13.7,1.4,2109460.0,0.0,2109460.0,0.0,155280.0,0.0
79,182,g,15.5,0.4,2619260.0,0.0,2619260.0,0.0,7183.93,0.0
79,183,g,42.0,1.2,798124.0,97698.4,1330340.0,16.3047,29384.1,16.3047
79,184,g,20.6,0.9,2030770.0,0.0,2030770.0,0.0,837.456,0.0
79,184,m,47.6,1.4,1651960.0,0.0,1672500.0,0.0,848.409,0.0
79,185,g,255.0,3.6,1574520.0,0.0,1574520.0,0.0,13468.3,0.0
79,186,g,642.0,30.0,1053690.0,117612.0,1430000.0,0.0,0.0,0.0
79,187,g,504.0,18.0,1235960.0,0.0,1235960.0,0.0,143.013,0.0
79,187,m,2.3,0.1,0.0,0.0,120510.0,0.0,0.0,0.0
79,188,g,530.4,3.6,1840670.0,0.0,1840670.0,0.0,0.0,0.0
79,189,g,1722.0,18.0,967000.0,0.0,967000.0,0.0,1.29873,0.0
79,189,m,275.4,6.6,1049410.0,0.0,1049410.0,0.0,0.0,0.0
79,190,g,2568.0,60.0,129949.0,4077.85,2122770.0,0.0,0.0,0.0
79,190,m,0.125,0.02,0.0,0.0,200000.0,0.0,0.0,0.0
79,191,g,11448.0,288.0,71859.9,1618.42,558172.0,0.0,0.0,0.0
79,191,m,0.92,0.11,0.0,0.0,266200.0,0.0,0.0,0.0
79,192,g,17784.0,324.0,89641.6,22682.8,1679750.0,0.0,0.0,0.0
79,192,m,0.029,0.003,126104.0,11168.0,8854.7,0.0,0.0,0.0
79,192,n,0.16,0.02,161468.0,14234.5,134692.0,0.0,0.0,0.0
79,193,g,63540.0,540.0,49020.8,1774.11,158772.0,0.0,0.0,0.0
79,193,m,3.9,0.3,129.83,0.0,290233.0,0.0,0.0,0.0
79,194,g,136872.0,360.0,36626.6,1212.12,1049860.0,0.0,0.0,0.0
79,194,m,0.6,0.008,0.0,0.0,107400.0,0.0,0.0,0.0
79,194,n,0.42,0.01,0.0,0.0,368400.0,0.0,0.0,0.0
79,195,g,16078500.0,2678.4,48792.0,3634.83,86326.1,0.0,0.0,0.0
79,195,m,30.5,0.2,115531.0,10653.4,203011.0,0.0,0.0,0.0
79,196,g,532820.0,51.84,32218.6,867.785,472434.0,0.0,0.0,0.0
79,196,m,8.1,0.2,0.0,0.0,84660.0,0.0,0.0,0.0
79,196,n,34560.0,360.0,0.0,0.0,511000.0,0.0,0.0,0.0
79,197,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,197,m,7.74,0.07,183819.0,17491.0,225440.0,0.0,0.0,0.0
79,198,g,232788.0,25.92,321618.0,535.717,403073.0,0.0,0.0,0.0
79,198,m,198720.0,3456.0,262080.0,24557.8,527824.0,0.0,0.0,0.0
79,199,g,271210.0,604.8,145084.0,6058.43,96067.4,0.0,0.0,0.0
79,200,g,2904.0,18.0,731359.0,31463.8,272615.0,0.0,0.0,0.0
79,200,m,67320.0,1800.0,873054.0,0.0,1045850.0,0.0,0.0,0.0
79,201,g,1560.0,60.0,424058.0,5764.33,34191.8,0.0,0.0,0.0
79,202,g,28.4,1.2,1088900.0,66779.2,158304.0,0.0,0.0,0.0
79,203,g,60.0,6.0,777483.0,124600.0,7916.32,0.0,0.0,0.0
79,204,g,39.8,0.9,1313400.0,0.0,1313400.0,0.0,0.0,0.0
79,205,g,31.0,2.0,1179000.0,0.0,1179000.0,0.0,0.0,0.0
80,171,g,8e-05,3e-05,368.833,0.0,368.833,0.0,7614340.0,0.0
80,172,g,0.00042,0.00024,0.0,0.0,0.0,0.0,7525100.0,0.0
80,173,g,0.0011,0.0004,0.0,0.0,0.0,0.0,7385100.0,0.0
80,174,g,0.0019,0.0004,0.0,0.0,0.0,5983.66,7212030.0,5983.66
80,175,g,0.0107,0.0004,0.0,0.0,0.0,4951.36,6972980.0,4951.36
80,176,g,0.0204,0.0015,225367.0,0.0,225367.0,0.0,6207390.0,0.0
80,177,g,0.1273,0.0018,438500.0,0.0,438500.0,0.0,5724840.0,0.0
80,178,g,0.269,0.003,601300.0,0.0,601300.0,0.0,4603970.0,0.0
80,179,g,1.09,0.04,1256940.0,0.0,1256940.0,0.0,3364760.0,0.0
80,180,g,2.58,0.01,927507.0,0.0,927507.0,0.0,3003890.0,0.0
80,181,g,3.6,0.1,1658180.0,0.0,1658180.0,0.0,1948330.0,0.0
80,182,g,10.83,0.06,1357650.0,0.0,1357650.0,0.0,827600.0,0.0
80,183,g,9.4,0.7,1879910.0,0.0,1879910.0,0.0,706578.0,0.0
80,183,m,5.0,0.0,2209000.0,0.0,2209000.0,0.0,0.0,0.0
80,184,g,30.6,0.3,1286080.0,0.0,1286080.0,0.0,62849.3,0.0
80,185,g,49.1,1.0,1783180.0,0.0,1783180.0,0.0,346446.0,0.0
80,185,m,21.6,1.5,888270.0,0.0,944305.0,0.0,1762.84,0.0
80,186,g,82.8,3.6,158774.0,16248.3,423613.0,2.4,815.04,2.4
80,187,g,114.0,18.0,1629000.0,0.0,1629000.0,0.0,6.27491,0.0
80,187,m,144.0,18.0,1598830.0,0.0,1598830.0,0.0,13.0615,0.0
80,188,g,195.0,9.0,44484.7,2386.28,171732.0,0.0,0.0,0.0
80,189,g,456.0,6.0,1317330.0,0.0,1317330.0,0.0,1.35651,0.0
80,189,m,516.0,6.0,1268260.0,0.0,1268260.0,0.0,1.41753,0.0
80,190,g,1200.0,24.0,68070.7,5279.7,204379.0,0.0,0.0,0.0
80,191,g,2940.0,600.0,1072330.0,0.0,1072330.0,0.0,0.184755,0.0
80,191,m,3048.0,90.0,1075960.0,0.0,1075960.0,0.0,0.191155,0.0
80,192,g,17460.0,720.0,52892.5,2214.63,272271.0,0.0,0.0,0.0
80,193,g,13680.0,540.0,777750.0,0.0,777750.0,0.0,0.0,0.0
80,193,m,42480.0,720.0,718041.0,0.0,728176.0,0.0,0.0,0.0
80,194,g,14011300000.0,2524550000.0,7340.15,734.015,14675.5,0.0,0.0,0.0
80,195,g,37908.0,108.0,56074.2,4159.0,203422.0,0.0,0.0,0.0
80,195,m,149760.0,2880.0,242248.0,0.0,337678.0,0.0,0.0,0.0
80,196,g,7.8894e+25,0.0,820704.0,0.0,0.0,0.0,0.0,0.0
80,197,g,232560.0,2160.0,69154.5,5668.76,73506.3,0.0,0.0,0.0
80,197,m,86040.0,1800.0,200557.0,18915.6,77979.3,0.0,0.0,0.0
80,198,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,199,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,199,m,2526.0,54.0,347701.0,33700.2,184565.0,0.0,0.0,0.0
80,200,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,201,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,202,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,203,g,4025720.0,1036.8,98590.6,922.225,237707.0,0.0,0.0,0.0
80,204,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,205,g,312.0,6.0,536244.0,9360.35,6886.45,0.0,0.0,0.0
80,205,m,0.00109,4e-05,0.0,0.0,1556400.0,0.0,0.0,0.0
80,206,g,499.2,4.2,425205.0,39685.7,101780.0,0.0,0.0,0.0
80,207,g,174.0,12.0,1398860.0,0.0,1398860.0,0.0,0.0,0.0
80,208,g,2520.0,300.0,1216500.0,0.0,1216500.0,0.0,0.0,0.0
80,209,g,37.0,8.0,1762670.0,0.0,1762670.0,0.0,0.0,0.0
80,210,g,600.0,0.0,1378670.0,0.0,1378670.0,0.0,0.0,0.0
81,176,g,0.01,0.0,0.0,0.0,0.0,0.0,7405100.0,0.0
81,177,g,0.018,0.005,0.0,0.0,0.0,0.0,5472720.0,0.0
81,178,g,0.255,0.01,1812160.0,0.0,1812160.0,0.0,3601400.0,0.0
81,179,g,0.27,0.03,862200.0,0.0,862200.0,0.0,4560570.0,0.0
81,179,m,0.0016,0.00016,0.0,0.0,0.0,0.0,7575100.0,0.0
81,180,g,1.5,0.2,3361950.0,0.0,3361950.0,0.0,464807.0,0.0
81,181,g,3.2,0.3,1310000.0,0.0,1310000.0,0.0,3162050.0,0.0
81,181,m,0.0017,0.0004,967778.0,0.0,1251110.0,0.0,2321370.0,0.0
81,182,g,2.0,0.3,3272320.0,0.0,3272320.0,0.0,262204.0,0.0
81,182,m,2.9,0.5,0.0,0.0,0.0,0.0,6655100.0,0.0
81,183,g,6.9,0.7,2356250.0,0.0,2356250.0,0.0,118802.0,0.0
81,183,m,0.06,0.015,1250130.0,0.0,1566310.0,0.0,98731.5,0.0
81,184,g,9.7,0.6,3086790.0,0.0,3086790.0,0.0,131903.0,0.0
81,184,m,10.0,0.0,1593170.0,0.0,1643170.0,0.0,0.0,0.0
81,185,g,19.5,0.5,1069330.0,0.0,1069330.0,0.0,2843050.0,0.0
81,185,m,1.83,0.12,0.0,0.0,452348.0,0.0,6132.77,0.0
81,186,g,40.0,0.0,2783000.0,0.0,2783000.0,0.0,0.0,0.0
81,186,m,2.9,0.2,68022.4,1226.96,304986.0,0.0,0.0,0.0
81,186,n,2.9,0.2,0.0,0.0,370000.0,0.0,0.0,0.0
81,187,g,51.0,0.0,1891330.0,0.0,1891330.0,0.0,0.0,0.0
81,187,m,15.6,0.12,994673.0,0.0,1160920.0,0.0,8476.65,0.0
81,188,g,71.0,1.0,1658400.0,180664.0,2361250.0,0.0,0.0,0.0
81,188,m,71.0,1.0,2650670.0,0.0,2650670.0,0.0,0.0,0.0
81,188,n,0.041,0.004,0.0,0.0,80000.0,0.0,0.0,0.0
81,189,g,138.0,12.0,1676000.0,0.0,1676000.0,0.0,0.0,0.0
81,189,m,84.0,6.0,1659390.0,0.0,1669700.0,0.0,0.0,0.0
81,190,g,156.0,18.0,2346670.0,0.0,2346670.0,0.0,0.0,0.0
81,190,m,222.0,18.0,2390000.0,0.0,2390000.0,0.0,0.0,0.0
81,191,g,1200.0,0.0,1437330.0,0.0,1437330.0,0.0,0.0,0.0
81,191,m,313.2,9.6,1493670.0,0.0,1493670.0,0.0,0.0,0.0
81,192,g,576.0,24.0,2047000.0,0.0,2047000.0,0.0,0.0,0.0
81,192,m,648.0,12.0,2100330.0,0.0,2100330.0,0.0,0.0,0.0
81,193,g,1308.0,42.0,94343.6,4557.12,555896.0,0.0,0.0,0.0
81,193,m,126.6,9.0,109180.0,15615.6,363455.0,0.0,0.0,0.0
81,194,g,1980.0,30.0,1787670.0,0.0,1787670.0,0.0,0.0036261,0.0
81,194,m,1968.0,12.0,1887670.0,0.0,1887670.0,0.0,0.0,0.0
81,195,g,4176.0,180.0,948334.0,0.0,948334.0,0.0,0.0,0.0
81,195,m,3.6,0.4,0.0,0.0,482630.0,0.0,0.0,0.0
81,196,g,6624.0,108.0,171953.0,20539.9,1474200.0,0.0,0.0,0.0
81,196,m,5076.0,72.0,1503770.0,0.0,1521510.0,0.0,0.0,0.0
81,197,g,10224.0,144.0,46274.9,4478.25,456589.0,0.0,0.0,0.0
81,197,m,0.54,0.01,168918.0,5242.3,435353.0,0.0,0.0,0.0
81,198,g,19080.0,1800.0,32018.2,1508.4,1983920.0,0.0,0.0,0.0
81,198,m,6732.0,108.0,178125.0,11553.5,1200280.0,0.0,0.0,0.0
81,198,n,0.0321,0.001,0.0,0.0,198800.0,0.0,0.0,0.0
81,199,g,26712.0,288.0,52369.5,2144.44,251423.0,0.0,0.0,0.0
81,199,m,0.0284,0.0002,94467.2,2587.59,657246.0,0.0,0.0,0.0
81,200,g,93960.0,360.0,36183.0,1459.81,1315880.0,0.0,0.0,0.0
81,200,m,0.0343,0.001,0.0,0.0,753600.0,0.0,0.0,0.0
81,201,g,262837.0,146.88,36526.6,1678.69,93776.1,0.0,0.0,0.0
81,201,m,0.002035,7e-06,0.0,0.0,919500.0,0.0,0.0,0.0
81,202,g,1057540.0,2592.0,22508.1,1619.26,466544.0,0.0,0.0,0.0
81,203,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,204,g,119538000.0,473354.0,229045.0,312.668,1278.01,0.0,0.0,0.0
81,205,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,206,g,252.12,0.66,532884.0,251.514,40.6977,0.0,0.0,0.0
81,206,m,225.6,2.4,153286.0,14996.3,2489480.0,0.0,0.0,0.0
81,207,g,286.44,0.72,494830.0,1995.26,2380.61,0.0,0.0,0.0
81,207,m,1.33,0.11,183704.0,18066.5,1157410.0,0.0,0.0,0.0
81,208,g,183.48,0.36,596258.0,4879.49,3379160.0,0.0,0.0,0.0
81,209,g,129.66,0.42,684031.0,3501.35,2141110.0,0.0,0.0,0.0
81,210,g,78.0,1.8,1182680.0,9604.66,2506220.0,0.0,0.0,0.0
81,211,g,60.0,0.0,1470470.0,0.0,1470470.0,0.0,0.0,0.0
81,212,g,30.0,0.0,1965800.0,0.0,1965800.0,0.0,0.0,0.0
82,178,g,0.00023,0.00015,0.0,0.0,0.0,0.0,7790100.0,0.0
82,179,g,0.003,0.0,0.0,0.0,0.0,0.0,7565100.0,0.0
82,180,g,0.005,0.003,0.0,0.0,0.0,0.0,7415100.0,0.0
82,181,g,0.045,0.02,61573.3,0.0,61573.3,0.0,7070800.0,0.0
82,182,g,0.06,0.04,43493.3,0.0,43493.3,0.0,6924780.0,0.0
82,183,g,0.535,0.03,300600.0,0.0,300600.0,0.0,6235290.0,0.0
82,183,m,0.415,0.02,0.0,0.0,0.0,0.0,7022100.0,0.0
82,184,g,0.49,0.025,389667.0,0.0,389667.0,0.0,5420080.0,0.0
82,185,g,6.3,0.4,1369830.0,0.0,1369830.0,0.0,3347550.0,0.0
82,185,m,4.07,0.15,1304370.0,0.0,1304370.0,0.0,3377550.0,0.0
82,186,g,4.82,0.03,1101800.0,0.0,1101800.0,0.0,2588040.0,0.0
82,187,g,15.2,0.3,2313840.0,0.0,2313840.0,0.0,447657.0,0.0
82,187,m,18.3,0.3,2094990.0,0.0,2094990.0,0.0,739932.0,0.0
82,188,g,25.5,0.1,1371080.0,0.0,1371080.0,0.0,568146.0,0.0
82,189,g,51.0,3.0,2231650.0,0.0,2231650.0,0.0,23626.2,0.0
82,189,m,60.0,0.0,1084070.0,0.0,1104070.0,0.0,0.0,0.0
82,190,g,71.0,1.0,1299120.0,0.0,1299120.0,0.0,22788.4,0.0
82,191,g,79.8,4.8,2009060.0,0.0,2009060.0,0.0,707.603,0.0
82,191,m,130.8,4.8,1910950.0,0.0,1910950.0,0.0,1082.62,0.0
82,192,g,210.0,6.0,1104600.0,0.0,1104600.0,0.0,308.045,0.0
82,193,g,300.0,0.0,1710000.0,0.0,1710000.0,0.0,0.0,0.0
82,193,m,348.0,12.0,1747550.0,0.0,1747550.0,0.0,0.0,0.0
82,194,g,720.0,30.0,71614.4,1931.72,1033030.0,0.00146,0.33872,0.00146
82,195,g,900.0,0.0,1480330.0,0.0,1480330.0,0.0,0.0,0.0
82,195,m,900.0,72.0,1477180.0,0.0,1477180.0,0.0,0.0,0.0
82,196,g,2220.0,180.0,712000.0,0.0,712000.0,0.0,1.26753,0.0
82,197,g,480.0,120.0,74314.6,5517.26,1413490.0,0.0,0.0,0.0
82,197,m,2580.0,60.0,973941.0,0.0,1034610.0,0.0,12.1669,0.0
82,198,g,8640.0,360.0,68962.3,3413.42,439268.0,0.0,0.0,0.0
82,199,g,5400.0,600.0,47792.7,8618.21,1017790.0,0.0,0.0,0.0
82,199,m,732.0,18.0,58585.4,0.0,458020.0,0.0,0.0,0.0
82,200,g,77400.0,1440.0,89104.6,2444.44,209520.0,0.0,0.0,0.0
82,201,g,33840.0,360.0,58284.6,4879.49,768050.0,0.0,0.0,0.0
82,201,m,61.0,3.0,262192.0,25820.4,366141.0,0.0,0.0,0.0
82,202,g,1672550000000.0,63115200000.0,9283.23,928.323,69968.4,0.0,0.0,0.0
82,202,m,12852.0,108.0,138451.0,13368.3,1975520.0,0.0,0.0,0.0
82,203,g,186944.0,36.0,44198.8,1186.45,314473.0,0.0,0.0,0.0
82,203,m,6.29,0.12,171208.0,16908.8,654088.0,0.0,0.0,0.0
82,203,n,0.48,0.02,216399.0,20754.7,1906570.0,0.0,0.0,0.0
82,204,g,4.41806e+24,1.89346e+24,0.0,0.0,0.0,2009.32,1971690.0,2009.32
82,204,m,4050.0,30.0,103272.0,10192.3,2080670.0,0.0,0.0,0.0
82,205,g,482831000000000.0,22090300000000.0,8952.96,895.296,59293.9,0.0,0.0,0.0
82,205,m,0.0051,0.00044,39917.9,3324.28,974467.0,0.0,0.0,0.0
82,206,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,207,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,207,m,0.806,0.008,122919.0,12173.0,1510360.0,0.0,0.0,0.0
82,208,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,209,g,11797.2,54.0,197170.0,420.0,0.0,0.0,0.0,0.0
82,210,g,701510000.0,3786830.0,34480.5,909.145,4609.59,0.00038,0.07068,0.00038
82,211,g,2166.0,12.0,450715.0,2292.59,63790.9,0.0,0.0,0.0
82,212,g,38304.0,36.0,170767.0,3139.75,143886.0,0.0,0.0,0.0
82,213,g,612.0,18.0,682333.0,0.0,682333.0,0.0,0.0,0.0
82,214,g,1614.96,2.64,292187.0,3936.08,240618.0,0.0,0.0,0.0
82,215,g,36.0,1.0,943667.0,0.0,943667.0,0.0,0.0,0.0
83,184,g,0.0066,0.0015,0.0,0.0,0.0,0.0,8025100.0,0.0
83,184,m,0.013,0.002,0.0,0.0,0.0,0.0,8175100.0,0.0
83,185,g,0.002,0.0,0.0,0.0,0.0,0.0,2411520.0,0.0
83,186,g,0.0148,0.0007,0.0,0.0,0.0,0.0,7755100.0,0.0
83,186,m,0.0098,0.0013,0.0,0.0,0.0,0.0,7905100.0,0.0
83,187,g,0.032,0.003,1432670.0,0.0,1432670.0,0.0,3573550.0,0.0
83,187,m,0.00032,7e-05,1451500.0,0.0,1451500.0,0.0,3945550.0,0.0
83,188,g,0.044,0.003,1769170.0,0.0,1769170.0,0.0,3632550.0,0.0
83,188,m,0.22,0.04,1804170.0,0.0,1804170.0,0.0,3687550.0,0.0
83,189,g,0.674,0.011,1296670.0,0.0,1296670.0,0.0,3422470.0,0.0
83,189,m,0.005,0.0001,1334170.0,0.0,1334170.0,0.0,3730050.0,0.0
83,190,g,6.3,0.1,729637.0,0.0,729637.0,0.0,5286130.0,0.0
83,190,m,6.2,0.1,976700.0,0.0,976700.0,0.0,4616570.0,0.0
83,191,g,12.3,0.5,934667.0,0.0,934667.0,0.0,3867660.0,0.0
83,191,m,0.124,0.005,604500.0,0.0,604500.0,0.0,5267320.0,0.0
83,192,g,34.6,0.9,2641760.0,0.0,2641760.0,0.0,765012.0,0.0
83,192,m,39.6,0.4,2707800.0,0.0,2707800.0,0.0,629280.0,0.0
83,193,g,67.0,3.0,1990150.0,0.0,1990150.0,0.0,212006.0,0.0
83,193,m,3.2,0.6,220833.0,0.0,220833.0,0.0,5950890.0,0.0
83,194,g,95.0,3.0,2726730.0,0.0,2726730.0,0.0,27209.5,0.0
83,194,m,125.0,2.0,2776000.0,0.0,2776000.0,0.0,0.0,0.0
83,194,n,115.0,4.0,2810370.0,0.0,2810370.0,0.0,12030.2,0.0
83,195,g,183.0,4.0,1828480.0,0.0,1828480.0,0.0,1660.53,0.0
83,195,m,87.0,1.0,1359880.0,0.0,1359880.0,0.0,2056260.0,0.0
83,196,g,306.0,12.0,2450640.0,0.0,2450640.0,0.0,62.5152,0.0
83,196,m,0.6,0.5,1253170.0,0.0,1336670.0,0.0,0.0,0.0
83,196,n,240.0,3.0,1885170.0,0.0,1911740.0,0.0,21.0751,0.0
83,197,g,558.0,30.0,1580560.0,0.0,1580560.0,0.0,4.8381,0.0
83,197,m,302.4,9.6,810718.0,0.0,811794.0,0.0,3052750.0,0.0
83,198,g,618.0,18.0,2227000.0,0.0,2227000.0,0.0,0.0,0.0
83,198,m,696.0,18.0,2320330.0,0.0,2320330.0,0.0,0.0,0.0
83,198,n,7.7,0.5,0.0,0.0,250000.0,0.0,0.0,0.0
83,199,g,1620.0,60.0,1410670.0,0.0,1410670.0,0.0,0.0,0.0
83,199,m,1482.0,9.0,1664850.0,0.0,1678190.0,0.0,559.91,0.0
83,200,g,2184.0,30.0,1957670.0,0.0,1957670.0,0.0,0.0,0.0
83,200,m,1860.0,120.0,1791900.0,0.0,1801900.0,0.0,0.0,0.0
83,200,n,0.4,0.05,0.0,0.0,428200.0,0.0,0.0,0.0
83,201,g,6480.0,180.0,1186920.0,0.0,1186920.0,0.0,3.89188,0.0
83,201,m,3348.0,84.0,284309.0,2975.93,265438.0,52.4003,160.394,52.4003
83,202,g,6156.0,144.0,142635.0,10538.0,2467070.0,0.0,0.0,0.0
83,203,g,42336.0,180.0,1027320.0,0.0,1027320.0,0.0,0.33444,0.0
